,Review Text,Review,Recommends
1402,The Pizza we ordered was really nice and we all loved it .,The Pizza we ordered was really nice and we all loved it .,
1403,"আজকে জীবনের অন্যতম খারাপ অভিজ্ঞতা হলো। Buy 1 get 1 free বলে এতটা খারাপ কুয়ালিটি আসা করি নি । Pizza crisp was so thin. Taste was below average. They didn't have the ingredients for making Pizza like meatball, tandoori chicken etc. So we had to order BBQ chicken & Americano Di Pepparoni . Taste was ewwww... Yeah I know.. Taste depends on each person. কিন্তু আমরা ৪ জন ছিলাম, এবং কেউই খেতে পারি নাই।। বাদ্ধ্য হয়ে sauce , mayonnaise and pepper দিয়ে কোনো ভাবে গিলে এসেছি ।। Interior এর অবস্থা কমেন্ট এ দিচ্ছি। সামনে পেপ্সি , মিরিন্ডার বোতল রেখে আলাদা গ্লাসে serve করে ২৫ টাকা রাখার মানে বুঝলাম না!!!!!!!!","আজকে জীবনের অন্যতম খারাপ অভিজ্ঞতা হলো। Buy 1 get 1 free বলে এতটা খারাপ কুয়ালিটি আসা করি নি । Pizza crisp was so thin. Taste was below average. They didn't have the ingredients for making Pizza like meatball, tandoori chicken etc. So we had to order BBQ chicken & Americano Di Pepparoni . Taste was ewwww... Yeah I know.. Taste depends on each person. কিন্তু আমরা ৪ জন ছিলাম, এবং কেউই খেতে পারি নাই।। বাদ্ধ্য হয়ে sauce , mayonnaise and pepper দিয়ে কোনো ভাবে গিলে এসেছি ।। Interior এর অবস্থা কমেন্ট এ দিচ্ছি। সামনে পেপ্সি , মিরিন্ডার বোতল রেখে আলাদা গ্লাসে serve করে ২৫ টাকা রাখার মানে বুঝলাম না!!!!!!!!",
1404,Bad experience ��� Khub e baje ... meonize dei na pizzar shathe��� moja paisi onk��� sooo disappointed ��,Bad experience ��� Khub e baje ... meonize dei na pizzar shathe��� moja paisi onk��� sooo disappointed ��,
1405,মেওনেজ ছাড়া পিজ্জ��। এক টেবিলে বলে মেওনেজ নেই আর পাশের টেবিলে দেখা যাচ্ছে মেওনেজ দিয়ে পিজ্জা খাচ্ছে। এই হলো Dine park রেষ্টুরেন্ট এর ব্যবহার।।।।। ���,মেওনেজ ছাড়া পিজ্জ��। এক টেবিলে বলে মেওনেজ নেই আর পাশের টেবিলে দেখা যাচ্ছে মেওনেজ দিয়ে পিজ্জা খাচ্ছে। এই হলো Dine park রেষ্টুরেন্ট এর ব্যবহার।।।।। ���,
1406,"The interior designed feel really great, the ambiance was fantastic.The amazing cold coffee and awesome burger, American french fries with Kashmiri morich is so great.Taste is perfect for proper ingredients .Waiter super-efficient and made sure everyone was served properly. I like it...............","The interior designed feel really great, the ambiance was fantastic.The amazing cold coffee and awesome burger, American french fries with Kashmiri morich is so great.Taste is perfect for proper ingredients .Waiter super-efficient and made sure everyone was served properly. I like it...............",
1407,"Waste of money.. Pizzza khub faltu . BBQ ,meat lover konta kon pizza taste bujha jayni... Tader thke spoon chawa hoislo tara oitao dyni 2uiber bolar por.. 12"" 2uita pizza sesh hobar por ondyni..:)... Totally faltu service r pizza ar crust onk beshi patla chilo..","Waste of money.. Pizzza khub faltu . BBQ ,meat lover konta kon pizza taste bujha jayni... Tader thke spoon chawa hoislo tara oitao dyni 2uiber bolar por.. 12"" 2uita pizza sesh hobar por ondyni..:)... Totally faltu service r pizza ar crust onk beshi patla chilo..",
1408,Had a great time here with friends. We had bbq chicken pizza and american di pepperoni pizza. Bbq pizza was scrumptious and pepperoni was also good. But didn't like the fact that the vat was excluded :(,বন্ধুদের সাথে এখানে দুর্দান্ত সময় কাটাল। আমাদের কাছে বিবিকিউ মুরগির পিজ্জা এবং আমেরিকান ডি পেপারোনি পিজ্জা ছিল। বিবিকিউ পিজ্জা ছিল দুর্দান্ত এবং পেপারিওনি ভাল ছিল। তবে ভ্যাটটি বাদ ছিল তা পছন্দ করেননি :(,
1409,One of the bestest Pizza's in the most reasonable Price... Even they have the best prize and quantity for everything including drinks... Loved their service..Will visit again and again,সবচেয়ে যুক্তিসঙ্গত দামের মধ্যে সেরাতম পিজাগুলির মধ্যে একটি ... এমনকি তারা পানীয় সহ সবকিছুর জন্য সেরা পুরষ্কার এবং পরিমাণ রয়েছে ... তাদের পরিষেবা পছন্দ করেছে..বার বার বার দেখা হবে,
1410,As i tasted only BBQ chicken pizza so i think it's the best pizza i have ever had �� it's damn yummy and super duper tasty ����,যেহেতু আমি কেবল বিবিকিউ মুরগির পিজ্জা স্বাদ পেয়েছি তাই আমি মনে করি এটি আমার কাছে সেরা পিজা �� এটি অভিমানী সুস্বাদু এবং সুপার ডুপার সুস্বাদু ����,
1411,Pizza taste was awesome...specially BBQ chicken pizza.... :),পিজা স্বাদটি দুর্দান্ত ছিল ... বিশেষত বিবিকিউ মুরগির পিৎজা .... :),
1412,pizzaa ...must try item of dine park..... :),পিজ্জা ... অবশ্যই ডাইন পার্কের আইটেমটি চেষ্টা করে দেখুন ..... :),
1413,Food was very tasty. Specialy Pizzas were excellent. Service was also awsome. Decorations and ambience were pleasent. In short nice place to hangout and have delicious food.,খাবার খুব সুস্বাদু ছিল। বিশিষ্টতা পিজ্জা দুর্দান্ত ছিল। সেবাও ছিল দুর্দান্ত। সাজসজ্জা এবং পরিবেশটি ছিল মনোরম। হ্যাঙ্গআউট এবং সুস্বাদু খাবারের জন্য সংক্ষিপ্ত সুন্দর জায়গায়।,
1414,The place is quite good and also calm. the environment is also well enough. the food is also testy and delicious. need to improve more and more,The place is quite good and also calm. the environment is also well enough. the food is also testy and delicious. need to improve more and more,
1415,"Service too slow. Ordered 4 pizzas and each came at 40 minutes intervals! At the middle we were waiting, they said they forgot about the rest of the 2 pizzas! So they came to take bill. How lame! The taste of the pizzas were also below average.","পরিষেবাটি খুব ধীর। অর্ডার 4 পিজ্জা এবং প্রতিটি 40 মিনিটের ব্যবধানে এসেছিল! মাঝখানে আমরা অপেক্ষা করছিলাম, তারা বলেছিল যে তারা বাকি 2 পিজ্জার কথা ভুলে গেছে! তাই তারা বিল নিতে এসেছিল। কিভাবে পঙ্গু! পিজ্জার স্বাদও ছিল গড়ের নিচে।",
1416,"Best place to hang out with Friends,family and loved ones.They serve Great food in A comfy place with Warm behavior that will make you feel like you're special.Wanna Go again and again......�","বন্ধুবান্ধব, পরিবার এবং প্রিয়জনদের সাথে বেড়াতে যাওয়ার সর্বোত্তম জায়গা y তারা উষ্ণ আচরণের সাথে একটি আরামদায়ক জায়গায় দুর্দান্ত খাবার পরিবেশন করে যা আপনাকে বিশেষ মনে করার মতো করে তুলবে W বার বার যেতে চান ...... �",
1417,Gud service n very tasty food..pizza was so cheesey ..Berger was sooo tasty love their food..quality is very gud..my kids love their fried chicken so much..,Gud service n very tasty food..pizza was so cheesey ..Berger was sooo tasty love their food..quality is very gud..my kids love their fried chicken so much..,
1418,I loved the pizza...smokey beef flavored one is very good.,আমি পিজ্জা পছন্দ করতাম ... স্মোকি গরুর মাংসের স্বাদ খুব ভাল one,
1419,Chicken pizza is so tasty.,চিকেন পিজ্জা তাই সুস্বাদু।,
1420,Loved the BBQ Chicken pizza �,বিবিকিউ চিকেন পিজ্জা পছন্দ করেছে �,
1421,জঘন্য অত্যন্ত খারাপ,জঘন্য অত্যন্ত খারাপ,
1422,"It took them more than 2 hours to serve us 2 pizzas.And the stuffs where hanging around and not caring about anything.And when the pizza came, Oops it never came�",আমাদের 2 পিজ্জা পরিবেশন করতে তাদের 2 ঘণ্টারও বেশি সময় লেগেছে nd,
1423,the cold coffee is really good & burger is also praise worthy.,ঠান্ডা কফি সত্যিই ভাল & বার্গার এছাড়াও প্রশংসার যোগ্য।,
1424,worst pizza,সবচেয়ে খারাপ পিজা,
1425,"Awesome Taste of Pizza, Best in Town. Environement was excellent and service was great. All Perfect. I would say best place for Pizza in Dhaka City.","Awesome Taste of Pizza, Best in Town. Environement was excellent and service was great. All Perfect. I would say best place for Pizza in Dhaka City.",
1426,Burger & coffee excellent. Very nice environment & good place to hangout,বার্গার এবং কফি দুর্দান্ত। হ্যাঙ্গআউটের খুব সুন্দর পরিবেশ এবং ভাল জায়গা,
1427,Awesome coffee and awesome burger..... And waiters behavior was superb.... Plz keep it up.,অসাধারণ কফি এবং দুর্দান্ত এক বার্গার ..... এবং ওয়েটারদের আচরণ দুর্দান্ত ছিল .... প্লিজ এটি চালিয়ে যান।,
1428,I loved the pizza. Tasted delicious. Keep up the quality and service. Good luck to the team! :),আমি পিজ্জা পছন্দ করতাম। স্বাদযুক্ত। গুণমান এবং পরিষেবা চালিয়ে যান। দলের জন্য শুভকামনা! :),
1429,love it guyes. meatball & la mexicana pizza best taste.,গাইজ ভালবাসা। মিটবল এবং লা মেক্সিকান পিজ্জার সেরা স্বাদ।,
1430,"very disappointed with there service pizza khelam naki ruti khelam bujhlam na.. r 12"" pizza 700 + 15% vat.. post e 500+ deya chilo.. khabar dite 1 ghonta late hoise..r worst interior design..... total waste of money and time","very disappointed with there service pizza khelam naki ruti khelam bujhlam na.. r 12"" pizza 700 + 15% vat.. post e 500+ deya chilo.. khabar dite 1 ghonta late hoise..r worst interior design..... total waste of money and time",
1431,"Taste is yammy. specially, BBQ pizza is spicy,...just loved it....� But the offer is amazing...���","স্বাদ হ'ল মুখরোচক। বিশেষত, বিবিকিউ পিজ্জা মশলাদার, ... এটি কেবল পছন্দ করেছে .... � তবে অফারটি আশ্চর্যজনক ... ���",
1432,La mexicana was a very bad experience! Hope u improve...,লা মেক্সিকান খুব খারাপ অভিজ্ঞতা ছিল! আশা করি আপনি উন্নতি ...,
1433,taste is good (bbq pizza) but service should be improved!,taste is good (bbq pizza) but service should be improved!,
1434,Worse food quality with no taste & their service is so bad...Don't go there..Total wastes of money & time.. :( :(,রুচির সাথে খাবারের গুণমান খারাপ হয় না এবং তাদের পরিষেবাটি এত খারাপ ...,
1435,We tried Pizza it was Soo Good & well balanced.The place was neat & clean.Staff & manager's behaviour was friendly.I will b there next time..:),আমরা পিজ্জা চেষ্টা করেছিলাম এটি বেশ ভাল এবং সুষম সুষম ছিল place জায়গাটি ছিল পরিষ্কার ও পরিষ্কার ta,
1436,Delicious pizzza with excellent service. Just love it,দুর্দান্ত পরিষেবা সহ সুস্বাদু পিজ্জা। শুধুই এটা ভালবাসি,
1437,Best of luck for you. Pizza's test & their service were really awesome.,আপনার জন্য শুভকামনা পিজা এর পরীক্ষা এবং তাদের পরিষেবা সত্যিই দুর্দান্ত ছিল।,
1438,valo na........................................ .......................,valo na........................................ .......................,
1439,I waited more than 2.69 hours and still the pizza wasn't served.,আমি ২.69৯ ঘন্টারও বেশি অপেক্ষা করেছি এবং এখনও পিজ্জা সরবরাহ করা হয়নি।,
1440,yes yummy........taste was very good......u can go & check it out......,হ্যাঁ মুখরোচক ........ স্বাদ খুব ভাল ছিল ...... আপনি গিয়ে এটি পরীক্ষা করে দেখতে পারেন ......,
1441,The taste of pizza is so yammy.....I loved it very much,পিজ্জার স্বাদ এতটাই মুখরোচক ..... আমি খুব পছন্দ করতাম,
1442,The behavior was good. And the food was OK. I like it.. �,আচরণ ভাল ছিল। এবং খাবার ঠিক ছিল। আমি এটি পছন্দ করি .. �,
1443,Great feeling about the flavour from great রাধুনী।,দুর্দান্ত রাধুনি থেকে স্বাদ সম্পর্কে দুর্দান্ত অনুভূতি,
1444,There pizza test was really good. such a good experience :),সেখানে পিজ্জা পরীক্ষা সত্যিই ভাল ছিল। যেমন একটি ভাল অভিজ্ঞতা :),
1445,Best Pizza in Dhaka. Service and behavior of the Team was awesome. :),Bestাকার সেরা পিজা। টিমের পরিষেবা এবং আচরণ দুর্দান্ত ছিল। :),
1446,৩ টাইপের পিৎজ্জা খেয়েছি। মোটামুটি সব গুলোর স্বাদই ভালো ছিলো। আর তাদের ব্যবহার খুবই ভালো। প্লেসটাও সুন্দর। এসব দিক বিচার করে রেটিং ৫ই দেয়া যায়। খাবারের দামটা আরেকটু কম হলে বেটার হতো কারণ ভ্যাট ১৫% :| আরেকটা জিনিস হচ্ছে ড্রিংক্সটা যদি বোতল হিসেবে দাম হতো তাহলে সবচেয়ে ভালো হতো :) এদিকে রেটিং ৪।,৩ টাইপের পিৎজ্জা খেয়েছি। মোটামুটি সব গুলোর স্বাদই ভালো ছিলো। আর তাদের ব্যবহার খুবই ভালো। প্লেসটাও সুন্দর। এসব দিক বিচার করে রেটিং ৫ই দেয়া যায়। খাবারের দামটা আরেকটু কম হলে বেটার হতো কারণ ভ্যাট ১৫% :| আরেকটা জিনিস হচ্ছে ড্রিংক্সটা যদি বোতল হিসেবে দাম হতো তাহলে সবচেয়ে ভালো হতো :) এদিকে রেটিং ৪।,
1447,Food was Great��� Me & my friends spend a quality time� we'll come again soon....,Food was Great��� Me & my friends spend a quality time� we'll come again soon....,
1448,Food was Great Me & my friends spend a quality time we'll come again soon....,খাবারটি গ্রেট মি এবং আমার বন্ধুরা একটি মানসম্পন্ন সময় ব্যয় করেছিল আমরা শীঘ্রই আবার আসব ....,
1449,"Great Service, ok Pizza Great place, Great offer (Y)","দুর্দান্ত পরিষেবা, ঠিক আছে পিজা দুর্দান্ত জায়গা, দুর্দান্ত অফার (Y)",
1450,Really great taste.,সত্যিই দুর্দান্ত স্বাদ।,
1451,It's a wonderful restaurant.,এটি একটি দুর্দান্ত রেস্তোঁরা।,
1452,"THIN CRUST WAS AWESOME , CHEESE & TOPPINGS ALSO FULLY LOADED. REALLY EXCELLENT PIZZA IN DHAKA CITY NOT ONLY MAGBAZZER. SO U CAN TAKE THIS OFFER WITHIN 2 DAYS ONLY FOR TASTE..","THIN CRUST WAS AWESOME , CHEESE & TOPPINGS ALSO FULLY LOADED. REALLY EXCELLENT PIZZA IN DHAKA CITY NOT ONLY MAGBAZZER. SO U CAN TAKE THIS OFFER WITHIN 2 DAYS ONLY FOR TASTE..",
1453,"I have tasted cold coffee that was awesome!!! My friends, kamaruzzaman & tutul have also tasted burgers here & their comments were fantastic.","আমি দুর্দান্ত ঠান্ডা কফি স্বাদ পেয়েছি !!! আমার বন্ধুরা, কামারুজ্জামান এবং টুটুলও এখানে বার্গারের স্বাদ পেয়েছে এবং তাদের মন্তব্যগুলি দুর্দান্ত ছিল।",
1454,"Awesome burger and cold coffee, recommended to try.","অসাধারণ বার্গার এবং কোল্ড কফি, চেষ্টা করার প্রস্তাব দেওয়া হয়েছে।",
1455,Awesome ambiance. Like the food quality. Surely go again there.,অসাধারণ পরিবেশ! খাবারের মানের মতো। অবশ্যই আবার সেখানে যান।,
1456,"Wonderful hangout! Fresh food, tasty coffee and beautiful environment.","আশ্চর্য হ্যাঙ্গআউট! টাটকা খাবার, সুস্বাদু কফি এবং সুন্দর পরিবেশ।",
1457,Wow... Burger and cold cold coffee was good.... I just love that food.......,বাহ ... বার্গার এবং ঠান্ডা ঠান্ডা কফি ভাল ছিল .... আমি কেবল সেই খাবারটি পছন্দ করি .......,
1458,"At first we were offered each a welcome drink on the house from the choices (Coke, Sprite and Fanta) Despite the only one waiter who was working during Eid he was super-efficient and made sure everyone was served properly (Y) (Y) Ambiance was awesome, sofas were comfy, temperature was perfect, the music selection was top notch, toilets were clean and well stocked All in all, I would go again and try out the rest of their menu.","প্রথমে আমাদের পছন্দমতো বাড়িতে বাসায় একটি ওয়েলকাম ড্রিংক অফার করা হয়েছিল (কোক, স্প্রাইট এবং ফান্তা) oneদের সময় কাজ করা একমাত্র ওয়েটার তিনি অত্যন্ত দক্ষ ছিলেন এবং নিশ্চিত হয়েছিলেন যে প্রত্যেককে যথাযথভাবে পরিবেশিত হয়েছে (ওয়াই) (ওয়াই) অ্যাম্বিয়েন্স দুর্দান্ত ছিল, সোফাগুলি আরামদায়ক ছিল, তাপমাত্রা নিখুঁত ছিল, সঙ্গীত নির্বাচন শীর্ষে ছিল, টয়লেটগুলি পরিষ্কার ছিল এবং সর্বোপরি স্টক ছিল সব মিলিয়ে, আমি আবার যেতে চাই এবং তাদের বাকী মেনু চেষ্টা করে দেখব।",
1459,Pastaaa... Oreo Shake and the cold coffeee.... yummi...,পাস্তা ... ওরিও শেক এবং ঠান্ডা কফি .... মুখরোচক ...,
1460,Pasta and coffee was so good.Behaviour was also good.Environment was fantastic.Loved it.,পাস্তা এবং কফিটি বেশ ভাল ছিল e বেহভিওরটিও ভাল E পরিবেশ ছিল দুর্দান্ত। এটি পছন্দ d,
1461,Wow!! what an amaging chicken fry & unbelieveable cold coffee!!!,কি দারুন!! কি আশ্চর্যজনক মুরগির ফ্রাই এবং অবিশ্বাস্য কোল্ড কফি !!!,
1462,"Excellent Food Quality, Interior Design & Environment In the City.","শহরে দুর্দান্ত খাবারের মান, অভ্যন্তর নকশা এবং পরিবেশ।",
1463,Great Restaurant. Try it for good food. You will love it.,দুর্দান্ত রেস্তোঁরা। এটি ভাল খাবারের জন্য চেষ্টা করুন। তুমি এটা ভালবাসবে.,
1464,"Ei khane kar cold coffee is the best in town, I love it.","আই খানে কর কোল্ড কফি শহরে সেরা, আমি এটি পছন্দ করি।",
1465,"In a city of bricks and concretes, yesterday I chose to be at a place like ""Triangle cafe"" for Iftar. The place is situated just beside 3/a Dhanmondi lake, if you're a nature lover like me then its the perfect place for enjoying the soothing weather and gentle breeze of this monsoon. Triangle had two platers, one with a rice bowl and the other offering chowmein. Being a chowmein lover I ordered plater 2 and I have to agree the food was great in quality and sufficient in quantity for one. The BBQ chicken is a must try and also the kebab roll was juicy and spicy. The chowmein tasted perfectly seasoned. Both the platers are priced 450/- BDT all inclusive. I will recommend everyone who is looking for an escape out of this city sensationalism, Triangle is your place to feel the nature and enjoy a quality time with mouthwatering food.","ইট এবং কনক্রিটের একটি শহরে, গতকাল আমি ইফতারির জন্য ""ত্রিভুজ ক্যাফে"" এর মতো জায়গায় থাকতে বেছে নিয়েছি। জায়গাটি 3 / ধানমন্ডি লেকের ঠিক পাশেই অবস্থিত, আপনি যদি আমার মতো প্রকৃতি প্রেমী হন তবে এটি এই বর্ষার মনোরম আবহাওয়া এবং মৃদু বাতাস উপভোগ করার জন্য উপযুক্ত জায়গা। ত্রিভুজের দুটি প্লাস্টার ছিল, একটিতে একটি চালের বাটি এবং অন্যটি চৌমাইন দিয়েছিল। চৌমেন প্রেমিকা হয়ে আমি প্লাটার 2 অর্ডার করেছিলাম এবং আমি সম্মতি জানাতে চাই যে খাবারটি মানের দিক থেকে দুর্দান্ত এবং একটির জন্য পর্যাপ্ত পরিমাণে ছিল। বিবিকিউ মুরগি অবশ্যই চেষ্টা করে এবং কাবাব রোলটি সরস এবং মশলাদার ছিল। চৌমাইন পুরোপুরি পাকা স্বাদযুক্ত। উভয় প্লাস্টারের দাম 450 / - বিডিটি সমস্ত অন্তর্ভুক্ত। এই শহর সেনসেশনজমবাদ থেকে বেরিয়ে যাওয়ার জন্য যারা খুঁজছেন তাদের প্রত্যেককে আমি পরামর্শ দেব, ত্রিভুজ প্রকৃতি অনুভব করতে এবং মুখের জল খাওয়ার সাথে একটি মানের সময় উপভোগ করার জন্য এটি আপনার জায়গা।",
1466,"A small cafe which is only accessible through a lakeside walkway in this city of concrete. Very nice place to chill and hangout with friends remaining close to nature. Try their grilled mushroom (ask to make it spicy), boti kebab and/or wraps. Their khichuri is pretty good as well. Chillers/shakes are must try!! Cheers!!","একটি ছোট ক্যাফে যা এই কংক্রিটের শহরে কেবলমাত্র লেকসাইড ওয়াকওয়ের মাধ্যমে অ্যাক্সেসযোগ্য। প্রকৃতির খুব কাছাকাছি থাকা বন্ধুদের সাথে শীতল হওয়ার এবং hangout করার খুব সুন্দর জায়গা Very তাদের গ্রিলড মাশরুম চেষ্টা করুন (এটিকে মশলাদার করতে বলুন), বটি কাবাব এবং / অথবা মোড়ানো। তাদের খিচুড়ি পাশাপাশি বেশ ভাল। চিলার / কাঁপুন অবশ্যই চেষ্টা করুন !! চিয়ার্স !!",
1467,"Very nice place to hangout with friends and family cause it is very close to our nature and far away from concrete life. after having our iftar, fortunately we were witness of a heavy rainfall and that was amazing experience. Their iftar platter was delicious. Their grilled mushroom was so good. I m loving it.","বন্ধু এবং পরিবারের কারণে hangout করার খুব সুন্দর জায়গা এটি আমাদের প্রকৃতির খুব কাছাকাছি এবং দৃ concrete় জীবন থেকে অনেক দূরে। আমাদের ইফতারের পরে, ভাগ্যক্রমে আমরা একটি ভারী বৃষ্টির সাক্ষী ছিল এবং এটি ছিল আশ্চর্যজনক অভিজ্ঞতা। তাদের ইফতারের থালাটি ছিল সুস্বাদু। তাদের গ্রিলড মাশরুমটি বেশ ভাল ছিল। আমি এটা পছন্দ করছি.",
1468,"A small cafe which is only accessible through a lakeside walkway in this city of concrete. Very nice place to chill and hangout with friends remaining close to nature. Try their grilled mushroom (ask to make it spicy), boti kebab and/or wraps. Their khichuri is pretty good as well. Chillers/shakes are must try!!","একটি ছোট ক্যাফে যা এই কংক্রিটের শহরে কেবলমাত্র লেকসাইড ওয়াকওয়ের মাধ্যমে অ্যাক্সেসযোগ্য। প্রকৃতির খুব কাছাকাছি থাকা বন্ধুদের সাথে শীতল হওয়ার এবং hangout করার খুব সুন্দর জায়গা Very তাদের গ্রিলড মাশরুম চেষ্টা করুন (এটিকে মশলাদার করতে বলুন), বটি কাবাব এবং / অথবা মোড়ানো। তাদের খিচুড়ি পাশাপাশি বেশ ভাল। চিলার / কাঁপুন অবশ্যই চেষ্টা করুন !!",True
1469,"What do people expect from a cafe!!! Taste food, reasonable price, good service and a cool and calm atmosphere. I must say I got each n everything rated to be 5 from this cafe ���� I love their Grilled Garlic Mushroom with chicken the most ��","লোকেরা কোন ক্যাফে থেকে কী আশা করে !!! খাবার, যুক্তিসঙ্গত মূল্য, ভাল পরিষেবা এবং একটি শীতল এবং শান্ত পরিবেশের স্বাদ নিন। আমি অবশ্যই বলব যে আমি প্রতিটি ক্যাফে থেকে এই ক্যাফে থেকে 5 রেট পেয়েছি ���� আমি তাদের গ্রিলড রসুন মাশরুমকে সবচেয়ে বেশি মুরগির সাথে ভালবাসি ��",
1470,"Environment is way much good for hangout with friends. Lakeside soothing environment was good to enjoy. I appreciate the way management changed the seating arrangements for us, providing chairs instead of wooden tool (y) For Food- its 4.5/5 (Rice, bar b q chicken and mushrooms was delicious, but vegetables can be even better). So, there is a room for improvement. Ambiance, Environment & service- 5/5 without second thought. So, overall a happy customer :)","Environment is way much good for hangout with friends. Lakeside soothing environment was good to enjoy. I appreciate the way management changed the seating arrangements for us, providing chairs instead of wooden tool (y) For Food- its 4.5/5 (Rice, bar b q chicken and mushrooms was delicious, but vegetables can be even better). So, there is a room for improvement. Ambiance, Environment & service- 5/5 without second thought. So, overall a happy customer :)",
1471,The environment is good. Their food is very delicious and their service is excellent. Had their Nachos which is very good and I found it best when compared with other Nachos. Platters are excellent as well. Their buffalo wings and Nachos are must try. Reasonable price along with good quality and quantity of foods.,পরিবেশও ভাল। তাদের খাবারটি খুব সুস্বাদু এবং তাদের পরিষেবাটি দুর্দান্ত। তাদের নাচোস ছিল যা খুব ভাল এবং অন্যান্য নাচোসের সাথে তুলনা করার সময় আমি এটি সেরা পেয়েছি। প্লাটারগুলি পাশাপাশি দুর্দান্ত। তাদের মহিষের ডানা এবং নাচোস অবশ্যই চেষ্টা করে। যুক্তিসঙ্গত দামের সাথে ভাল মানের এবং খাবারের পরিমাণ।,
1472,"Seeing the location felt good about the cafe but they were renovating so very few customers which is why asked if they will be able to serve and the staff replied yes. To our surprise they served old and smelly chicken in their BBQ set menu to both of my colleagues and burnt mushroom to me one by one with serving the third meal 40 mind after ordering. Upon complaining they discounted 37 or 47 taka from the bill silently, which only shows they knew what they were serving and still went along with it. Very disappointing. Won't visit again and will suggest my Peers to do the same.","Seeing the location felt good about the cafe but they were renovating so very few customers which is why asked if they will be able to serve and the staff replied yes. To our surprise they served old and smelly chicken in their BBQ set menu to both of my colleagues and burnt mushroom to me one by one with serving the third meal 40 mind after ordering. Upon complaining they discounted 37 or 47 taka from the bill silently, which only shows they knew what they were serving and still went along with it. Very disappointing. Won't visit again and will suggest my Peers to do the same.",
1473,Environment is too good for hanging out with friends and loved one. Food quality and quantity is just perfect according to the price. I guess they have the Best Nachos in town according to Price and quantity. Their mushroom items are must try too. Will definitely refer to try them again.,"বন্ধুবান্ধব এবং প্রিয়জনদের সাথে বেড়াতে যাওয়ার জন্য পরিবেশ খুব ভাল। খাবারের মান এবং পরিমাণ মূল্য অনুসারে ঠিক নিখুঁত। আমার ধারণা, দাম এবং পরিমাণ অনুসারে শহরে তাদের সেরা নাচো রয়েছে। তাদের মাশরুমের আইটেমগুলিও চেষ্টা করে দেখতে হবে। অবশ্যই তাদের আবার চেষ্টা করে দেখুন।",
1474,Very bad behavior. We asked for a mineral water and they gave us a local brand (ps:never heard of that company) . The cap was broken and expire date was removed. But they claimed that we broke the cap. We returned the water bottle. Then they immediately gave us the bill. We didn't even ask for the bill.,খুব খারাপ আচরণ। আমরা একটি খনিজ জলের জন্য জিজ্ঞাসা করেছি এবং তারা আমাদের একটি স্থানীয় ব্র্যান্ড দিয়েছে (পিএস: কখনই সে সংস্থার কথা শুনেনি)। ক্যাপটি নষ্ট হয়ে গেছে এবং মেয়াদোত্তীকরণের তারিখটি সরানো হয়েছিল। তবে তারা দাবি করেছিল যে আমরা ক্যাপটি ভেঙে দিয়েছি। আমরা জলের বোতলটি ফিরিয়ে দিয়েছি। তারপরে তারা তত্ক্ষণাত আমাদের বিলটি দিল। আমরা বিলও চাইনি।,
1475,For me it was a cool place to hang out with friends...main thing is food was Gud ... according to quantity price is reasonable ... it’s near to my residence so I will go often ...,For me it was a cool place to hang out with friends...main thing is food was Gud ... according to quantity price is reasonable ... it’s near to my residence so I will go often ...,
1476,Really it is a nice place..Last year (2016) with some of my friends we arrange a Iftar party at this cafe.from this we like this cafe .And yesterday we arranged a iftar party again at Triangle cafe.Their Food & Hospitality is good..thanks to Triangle cafe...,সত্যিই এটি খুব সুন্দর জায়গা ... আমার কয়েকজন বন্ধুবান্ধব নিয়ে গত বছর (২০১)) আমরা এই ক্যাফেতে একটি ইফতার পার্টির ব্যবস্থা করি rom এর থেকে আমরা এই ক্যাফেটি পছন্দ করি yesterday এবং গতকাল আমরা আবার ত্রিভুজ ক্যাফেতে একটি ইফতার পার্টির ব্যবস্থা করেছি ir তাদের খাদ্য ও আতিথেয়তা ir ভাল .. ত্রিভুজ ক্যাফে ধন্যবাদ,
1477,triangle is one of the best restaurant in dhaka and one of my favorite.its view and the taste of food both are great!I became happy happy happy after going there.I often go there cause i love their chicken chawmin..I love the place and food also price is reasonable .thanx triangle for making such amazing restaurant for us foodies... <3,ত্রিভুজটি kaাকার অন্যতম সেরা রেস্তোঁরা এবং আমার পছন্দের একটি its দর্শন এবং খাবারের স্বাদ উভয়ই দুর্দান্ত! আমি সেখানে যাওয়ার পরে খুশি খুশি হয়ে গেলাম often আমি প্রায়ই সেখানে যাই কারণ আমি তাদের মুরগির চাওমিনকে ভালবাসি ... আমি ভালবাসি জায়গা এবং খাবারের দামও যুক্তিসঙ্গত,
1478,1 of my favourite place. Lakeside view and yummy food wid luscious flavour. The cold breeze while eating is amazing.,আমার প্রিয় জায়গা 1। লেকসাইড ভিউ এবং মুখরোচক খাবার প্রশস্ত স্বাদযুক্ত। খাওয়ার সময় ঠান্ডা বাতাস আশ্চর্যজনক।,
